@ NAME             %06s "NONLIN"
@ TYPE             %06s "NONLIN"
@ TITLE            %08s "no-title"
@ ORIGIN           %17s "5.03.06 Darwin 64"
@ DATE             %08s "03/09/19"
@ TIME             %08s "16.32.42"
* NAME               NICKNAME           BASEVARIABLE                    VALUE      ORDER    ORDER_X   ORDER_PX    ORDER_Y   ORDER_PY   ORDER_PT    ORDER_T 
$ %s                 %s                 %s                                %le         %d         %d         %d         %d         %d         %d         %d 
 "HAMC_0_3_0_0_0_0"  "H_030000_RE"       "HAMILT_COS"            0.009411212642          3          0          3          0          0          0          0
 "HAMA_1_0_2_0_0_0"  "H_102000"          "HAMILT_AMP"             0.03249147465          3          1          0          2          0          0          0
 "HAMS_1_0_2_0_0_0"  "H_102000_IM"       "HAMILT_SIN"             0.02568359665          3          1          0          2          0          0          0
 "HAMC_1_0_2_0_0_0"  "H_102000_RE"       "HAMILT_COS"            -0.01990097456          3          1          0          2          0          0          0
 "HAMA_0_1_2_0_0_0"  "H_012000"          "HAMILT_AMP"             0.05837545201          3          0          1          2          0          0          0
 "HAMS_0_1_2_0_0_0"  "H_012000_IM"       "HAMILT_SIN"             0.04327505428          3          0          1          2          0          0          0
 "HAMC_0_1_2_0_0_0"  "H_012000_RE"       "HAMILT_COS"              0.0391786048          3          0          1          2          0          0          0
 "HAMA_1_0_1_1_0_0"  "H_101100"          "HAMILT_AMP"              0.0555675122          3          1          0          1          1          0          0
 "HAMS_1_0_1_1_0_0"  "H_101100_IM"       "HAMILT_SIN"             0.03569066748          3          1          0          1          1          0          0
 "HAMC_1_0_1_1_0_0"  "H_101100_RE"       "HAMILT_COS"             0.04259019449          3          1          0          1          1          0          0
 "HAMA_0_1_1_1_0_0"  "H_011100"          "HAMILT_AMP"              0.0555675122          3          0          1          1          1          0          0
 "HAMS_0_1_1_1_0_0"  "H_011100_IM"       "HAMILT_SIN"            -0.03569066748          3          0          1          1          1          0          0
 "HAMC_0_1_1_1_0_0"  "H_011100_RE"       "HAMILT_COS"             0.04259019449          3          0          1          1          1          0          0
 "HAMA_2_0_0_0_1_0"  "H_200010"          "HAMILT_AMP"              0.1047417154          3          2          0          0          0          1          0
 "HAMS_2_0_0_0_1_0"  "H_200010_IM"       "HAMILT_SIN"             -0.1026189998          3          2          0          0          0          1          0
 "HAMC_2_0_0_0_1_0"  "H_200010_RE"       "HAMILT_COS"             0.02098017724          3          2          0          0          0          1          0
 "HAMA_1_1_0_0_1_0"  "H_110010"          "HAMILT_AMP"               12.60290525          3          1          1          0          0          1          0
 "HAMS_1_1_0_0_1_0"  "H_110010_IM"       "HAMILT_SIN"               3.056653502          3          1          1          0          0          1          0
 "HAMC_1_1_0_0_1_0"  "H_110010_RE"       "HAMILT_COS"               12.22661401          3          1          1          0          0          1          0
 "HAMA_0_2_0_0_1_0"  "H_020010"          "HAMILT_AMP"              0.1047417154          3          0          2          0          0          1          0
 "HAMS_0_2_0_0_1_0"  "H_020010_IM"       "HAMILT_SIN"              0.1004192009          3          0          2          0          0          1          0
 "HAMC_0_2_0_0_1_0"  "H_020010_RE"       "HAMILT_COS"            -0.02977937292          3          0          2          0          0          1          0
 "HAMA_0_0_2_0_1_0"  "H_002010"          "HAMILT_AMP"              0.1480626957          3          0          0          2          0          1          0
 "HAMS_0_0_2_0_1_0"  "H_002010_IM"       "HAMILT_SIN"              0.1478733612          3          0          0          2          0          1          0
 "HAMC_0_0_2_0_1_0"  "H_002010_RE"       "HAMILT_COS"           -0.007485380433          3          0          0          2          0          1          0
 "HAMA_1_0_0_2_0_0"  "H_100200"          "HAMILT_AMP"             0.05837545201          3          1          0          0          2          0          0
 "HAMS_1_0_0_2_0_0"  "H_100200_IM"       "HAMILT_SIN"            -0.04327505428          3          1          0          0          2          0          0
 "HAMC_1_0_0_2_0_0"  "H_100200_RE"       "HAMILT_COS"              0.0391786048          3          1          0          0          2          0          0
 "HAMA_0_1_0_2_0_0"  "H_010200"          "HAMILT_AMP"             0.03249147465          3          0          1          0          2          0          0
 "HAMS_0_1_0_2_0_0"  "H_010200_IM"       "HAMILT_SIN"            -0.02568359665          3          0          1          0          2          0          0
 "HAMC_0_1_0_2_0_0"  "H_010200_RE"       "HAMILT_COS"            -0.01990097456          3          0          1          0          2          0          0
 "HAMA_0_0_1_1_1_0"  "H_001110"          "HAMILT_AMP"               16.88527049          3          0          0          1          1          1          0
 "HAMS_0_0_1_1_1_0"  "H_001110_IM"       "HAMILT_SIN"               4.095279631          3          0          0          1          1          1          0
 "HAMC_0_0_1_1_1_0"  "H_001110_RE"       "HAMILT_COS"               16.38111852          3          0          0          1          1          1          0
 "HAMA_1_0_0_0_2_0"  "H_100020"          "HAMILT_AMP"              0.1592115189          3          1          0          0          0          2          0
 "HAMS_1_0_0_0_2_0"  "H_100020_IM"       "HAMILT_SIN"              0.1585966952          3          1          0          0          0          2          0
 "HAMC_1_0_0_0_2_0"  "H_100020_RE"       "HAMILT_COS"             0.01397841254          3          1          0          0          0          2          0
 "HAMA_0_1_0_0_2_0"  "H_010020"          "HAMILT_AMP"              0.1592115189          3          0          1          0          0          2          0
 "HAMS_0_1_0_0_2_0"  "H_010020_IM"       "HAMILT_SIN"             0.01397841254          3          0          1          0          0          2          0
 "HAMC_0_1_0_0_2_0"  "H_010020_RE"       "HAMILT_COS"              0.1585966952          3          0          1          0          0          2          0
 "HAMA_0_0_0_2_1_0"  "H_000210"          "HAMILT_AMP"              0.1480626957          3          0          0          0          2          1          0
 "HAMS_0_0_0_2_1_0"  "H_000210_IM"       "HAMILT_SIN"             -0.1339990271          3          0          0          0          2          1          0
 "HAMC_0_0_0_2_1_0"  "H_000210_RE"       "HAMILT_COS"             0.06298271663          3          0          0          0          2          1          0
 "HAMA_0_0_0_0_3_0"  "H_000030"          "HAMILT_AMP"               36.93669926          3          0          0          0          0          3          0
 "HAMS_0_0_0_0_3_0"  "H_000030_IM"       "HAMILT_SIN"               36.93669926          3          0          0          0          0          3          0
 "HAMC_0_0_0_0_3_0"  "H_000030_RE"       "HAMILT_COS"                        -0          3          0          0          0          0          3          0
 "HAMA_4_0_0_0_0_0"  "H_400000"          "HAMILT_AMP"            0.008735785638          4          4          0          0          0          0          0
 "HAMS_4_0_0_0_0_0"  "H_400000_IM"       "HAMILT_SIN"            0.003011998861          4          4          0          0          0          0          0
 "HAMC_4_0_0_0_0_0"  "H_400000_RE"       "HAMILT_COS"           -0.008200110583          4          4          0          0          0          0          0
 "HAMA_3_1_0_0_0_0"  "H_310000"          "HAMILT_AMP"             0.07571448038          4          3          1          0          0          0          0
 "HAMS_3_1_0_0_0_0"  "H_310000_IM"       "HAMILT_SIN"            -0.07450718033          4          3          1          0          0          0          0
 "HAMC_3_1_0_0_0_0"  "H_310000_RE"       "HAMILT_COS"            -0.01346709389          4          3          1          0          0          0          0
 "HAMA_2_2_0_0_0_0"  "H_220000"          "HAMILT_AMP"               15.58684953          4          2          2          0          0          0          0
 "HAMS_2_2_0_0_0_0"  "H_220000_IM"       "HAMILT_SIN"                         0          4          2          2          0          0          0          0
 "HAMC_2_2_0_0_0_0"  "H_220000_RE"       "HAMILT_COS"              -15.58684953          4          2          2          0          0          0          0
 "HAMA_1_3_0_0_0_0"  "H_130000"          "HAMILT_AMP"             0.07571448038          4          1          3          0          0          0          0
 "HAMS_1_3_0_0_0_0"  "H_130000_IM"       "HAMILT_SIN"             0.07450718033          4          1          3          0          0          0          0
 "HAMC_1_3_0_0_0_0"  "H_130000_RE"       "HAMILT_COS"            -0.01346709389          4          1          3          0          0          0          0
 "HAMA_0_4_0_0_0_0"  "H_040000"          "HAMILT_AMP"            0.008735785638          4          0          4          0          0          0          0
 "HAMS_0_4_0_0_0_0"  "H_040000_IM"       "HAMILT_SIN"           -0.003011998861          4          0          4          0          0          0          0
 "HAMC_0_4_0_0_0_0"  "H_040000_RE"       "HAMILT_COS"           -0.008200110583          4          0          4          0          0          0          0
 "HAMA_2_0_2_0_0_0"  "H_202000"          "HAMILT_AMP"              0.1529529638          4          2          0          2          0          0          0
 "HAMS_2_0_2_0_0_0"  "H_202000_IM"       "HAMILT_SIN"             0.03246206503          4          2          0          2          0          0          0
 "HAMC_2_0_2_0_0_0"  "H_202000_RE"       "HAMILT_COS"             -0.1494684698          4          2          0          2          0          0          0
 "HAMA_1_1_2_0_0_0"  "H_112000"          "HAMILT_AMP"               2.239009715          4          1          1          2          0          0          0
 "HAMS_1_1_2_0_0_0"  "H_112000_IM"       "HAMILT_SIN"              -2.237355831          4          1          1          2          0          0          0
 "HAMC_1_1_2_0_0_0"  "H_112000_RE"       "HAMILT_COS"            -0.08604295536          4          1          1          2          0          0          0
 "HAMA_0_2_2_0_0_0"  "H_022000"          "HAMILT_AMP"               30.72000358          4          0          2          2          0          0          0
 "HAMS_0_2_2_0_0_0"  "H_022000_IM"       "HAMILT_SIN"              -4.212329667          4          0          2          2          0          0          0
 "HAMC_0_2_2_0_0_0"  "H_022000_RE"       "HAMILT_COS"              -30.42983567          4          0          2          2          0          0          0
 "HAMA_0_0_4_0_0_0"  "H_004000"          "HAMILT_AMP"              0.1140326576          4          0          0          4          0          0          0
 "HAMS_0_0_4_0_0_0"  "H_004000_IM"       "HAMILT_SIN"           -0.008786704567          4          0          0          4          0          0          0
 "HAMC_0_0_4_0_0_0"  "H_004000_RE"       "HAMILT_COS"               0.113693627          4          0          0          4          0          0          0
 "HAMA_2_0_1_1_0_0"  "H_201100"          "HAMILT_AMP"               2.206886318          4          2          0          1          1          0          0
 "HAMS_2_0_1_1_0_0"  "H_201100_IM"       "HAMILT_SIN"              -2.172795466          4          2          0          1          1          0          0
 "HAMC_2_0_1_1_0_0"  "H_201100_RE"       "HAMILT_COS"             -0.3864027457          4          2          0          1          1          0          0
 "HAMA_1_1_1_1_0_0"  "H_111100"          "HAMILT_AMP"               127.1467899          4          1          1          1          1          0          0
 "HAMS_1_1_1_1_0_0"  "H_111100_IM"       "HAMILT_SIN"                         0          4          1          1          1          1          0          0
 "HAMC_1_1_1_1_0_0"  "H_111100_RE"       "HAMILT_COS"              -127.1467899          4          1          1          1          1          0          0
 "HAMA_0_2_1_1_0_0"  "H_021100"          "HAMILT_AMP"               2.206886318          4          0          2          1          1          0          0
 "HAMS_0_2_1_1_0_0"  "H_021100_IM"       "HAMILT_SIN"               2.172795466          4          0          2          1          1          0          0
 "HAMC_0_2_1_1_0_0"  "H_021100_RE"       "HAMILT_COS"             -0.3864027457          4          0          2          1          1          0          0
 "HAMA_0_0_3_1_0_0"  "H_003100"          "HAMILT_AMP"               2.055512914          4          0          0          3          1          0          0
 "HAMS_0_0_3_1_0_0"  "H_003100_IM"       "HAMILT_SIN"               2.054032323          4          0          0          3          1          0          0
 "HAMC_0_0_3_1_0_0"  "H_003100_RE"       "HAMILT_COS"             0.07800357526          4          0          0          3          1          0          0
 "HAMA_3_0_0_0_1_0"  "H_300010"          "HAMILT_AMP"              0.7061035687          4          3          0          0          0          1          0
 "HAMS_3_0_0_0_1_0"  "H_300010_IM"       "HAMILT_SIN"             -0.5448732495          4          3          0          0          0          1          0
 "HAMC_3_0_0_0_1_0"  "H_300010_RE"       "HAMILT_COS"              0.4491051009          4          3          0          0          0          1          0
 "HAMA_2_1_0_0_1_0"  "H_210010"          "HAMILT_AMP"               0.256777906          4          2          1          0          0          1          0
 "HAMS_2_1_0_0_1_0"  "H_210010_IM"       "HAMILT_SIN"             -0.1962624051          4          2          1          0          0          1          0
 "HAMC_2_1_0_0_1_0"  "H_210010_RE"       "HAMILT_COS"             -0.1655776597          4          2          1          0          0          1          0
 "HAMA_1_2_0_0_1_0"  "H_120010"          "HAMILT_AMP"              0.2567779061          4          1          2          0          0          1          0
 "HAMS_1_2_0_0_1_0"  "H_120010_IM"       "HAMILT_SIN"              0.1319527639          4          1          2          0          0          1          0
 "HAMC_1_2_0_0_1_0"  "H_120010_RE"       "HAMILT_COS"             -0.2202801878          4          1          2          0          0          1          0
 "HAMA_0_3_0_0_1_0"  "H_030010"          "HAMILT_AMP"              0.7061035687          4          0          3          0          0          1          0
 "HAMS_0_3_0_0_1_0"  "H_030010_IM"       "HAMILT_SIN"              0.6610763498          4          0          3          0          0          1          0
 "HAMC_0_3_0_0_1_0"  "H_030010_RE"       "HAMILT_COS"               0.248113501          4          0          3          0          0          1          0
 "HAMA_1_0_2_0_1_0"  "H_102010"          "HAMILT_AMP"              0.2655928716          4          1          0          2          0          1          0
 "HAMS_1_0_2_0_1_0"  "H_102010_IM"       "HAMILT_SIN"              0.1775169903          4          1          0          2          0          1          0
 "HAMC_1_0_2_0_1_0"  "H_102010_RE"       "HAMILT_COS"             -0.1975532628          4          1          0          2          0          1          0
 "HAMA_0_1_2_0_1_0"  "H_012010"          "HAMILT_AMP"               3.925447012          4          0          1          2          0          1          0
 "HAMS_0_1_2_0_1_0"  "H_012010_IM"       "HAMILT_SIN"              -3.301570168          4          0          1          2          0          1          0
 "HAMC_0_1_2_0_1_0"  "H_012010_RE"       "HAMILT_COS"              -2.123386132          4          0          1          2          0          1          0
 "HAMA_2_0_0_2_0_0"  "H_200200"          "HAMILT_AMP"               30.72000358          4          2          0          0          2          0          0
 "HAMS_2_0_0_2_0_0"  "H_200200_IM"       "HAMILT_SIN"               4.212329667          4          2          0          0          2          0          0
 "HAMC_2_0_0_2_0_0"  "H_200200_RE"       "HAMILT_COS"              -30.42983567          4          2          0          0          2          0          0
 "HAMA_1_1_0_2_0_0"  "H_110200"          "HAMILT_AMP"               2.239009715          4          1          1          0          2          0          0
 "HAMS_1_1_0_2_0_0"  "H_110200_IM"       "HAMILT_SIN"               2.237355831          4          1          1          0          2          0          0
 "HAMC_1_1_0_2_0_0"  "H_110200_RE"       "HAMILT_COS"            -0.08604295536          4          1          1          0          2          0          0
 "HAMA_0_2_0_2_0_0"  "H_020200"          "HAMILT_AMP"              0.1529529638          4          0          2          0          2          0          0
 "HAMS_0_2_0_2_0_0"  "H_020200_IM"       "HAMILT_SIN"            -0.03246206503          4          0          2          0          2          0          0
 "HAMC_0_2_0_2_0_0"  "H_020200_RE"       "HAMILT_COS"             -0.1494684698          4          0          2          0          2          0          0
 "HAMA_0_0_2_2_0_0"  "H_002200"          "HAMILT_AMP"               82.02360176          4          0          0          2          2          0          0
 "HAMS_0_0_2_2_0_0"  "H_002200_IM"       "HAMILT_SIN"                         0          4          0          0          2          2          0          0
 "HAMC_0_0_2_2_0_0"  "H_002200_RE"       "HAMILT_COS"               82.02360176          4          0          0          2          2          0          0
 "HAMA_1_0_1_1_1_0"  "H_101110"          "HAMILT_AMP"               6.100193652          4          1          0          1          1          1          0
 "HAMS_1_0_1_1_1_0"  "H_101110_IM"       "HAMILT_SIN"              -4.632690605          4          1          0          1          1          1          0
 "HAMC_1_0_1_1_1_0"  "H_101110_RE"       "HAMILT_COS"              -3.968695044          4          1          0          1          1          1          0
 "HAMA_0_1_1_1_1_0"  "H_011110"          "HAMILT_AMP"               6.100193652          4          0          1          1          1          1          0
 "HAMS_0_1_1_1_1_0"  "H_011110_IM"       "HAMILT_SIN"               3.095130558          4          0          1          1          1          1          0
 "HAMC_0_1_1_1_1_0"  "H_011110_RE"       "HAMILT_COS"              -5.256665238          4          0          1          1          1          1          0
 "HAMA_2_0_0_0_2_0"  "H_200020"          "HAMILT_AMP"               0.104340979          4          2          0          0          0          2          0
 "HAMS_2_0_0_0_2_0"  "H_200020_IM"       "HAMILT_SIN"             -0.1036859918          4          2          0          0          0          2          0
 "HAMC_2_0_0_0_2_0"  "H_200020_RE"       "HAMILT_COS"             0.01167283182          4          2          0          0          0          2          0
 "HAMA_1_1_0_0_2_0"  "H_110020"          "HAMILT_AMP"               51.18701945          4          1          1          0          0          2          0
 "HAMS_1_1_0_0_2_0"  "H_110020_IM"       "HAMILT_SIN"              -22.89153101          4          1          1          0          0          2          0
 "HAMC_1_1_0_0_2_0"  "H_110020_RE"       "HAMILT_COS"              -45.78306203          4          1          1          0          0          2          0
 "HAMA_0_2_0_0_2_0"  "H_020020"          "HAMILT_AMP"               0.104340979          4          0          2          0          0          2          0
 "HAMS_0_2_0_0_2_0"  "H_020020_IM"       "HAMILT_SIN"             0.07154986056          4          0          2          0          0          2          0
 "HAMC_0_2_0_0_2_0"  "H_020020_RE"       "HAMILT_COS"            -0.07594509438          4          0          2          0          0          2          0
 "HAMA_0_0_2_0_2_0"  "H_002020"          "HAMILT_AMP"              0.2311419495          4          0          0          2          0          2          0
 "HAMS_0_0_2_0_2_0"  "H_002020_IM"       "HAMILT_SIN"            -0.08693417518          4          0          0          2          0          2          0
 "HAMC_0_0_2_0_2_0"  "H_002020_RE"       "HAMILT_COS"              0.2141706096          4          0          0          2          0          2          0
 "HAMA_0_0_1_3_0_0"  "H_001300"          "HAMILT_AMP"               2.055512914          4          0          0          1          3          0          0
 "HAMS_0_0_1_3_0_0"  "H_001300_IM"       "HAMILT_SIN"              -2.054032323          4          0          0          1          3          0          0
 "HAMC_0_0_1_3_0_0"  "H_001300_RE"       "HAMILT_COS"             0.07800357526          4          0          0          1          3          0          0
 "HAMA_1_0_0_2_1_0"  "H_100210"          "HAMILT_AMP"               3.925447012          4          1          0          0          2          1          0
 "HAMS_1_0_0_2_1_0"  "H_100210_IM"       "HAMILT_SIN"               2.434441143          4          1          0          0          2          1          0
 "HAMC_1_0_0_2_1_0"  "H_100210_RE"       "HAMILT_COS"              -3.079388018          4          1          0          0          2          1          0
 "HAMA_0_1_0_2_1_0"  "H_010210"          "HAMILT_AMP"              0.2655928716          4          0          1          0          2          1          0
 "HAMS_0_1_0_2_1_0"  "H_010210_IM"       "HAMILT_SIN"             -0.2319928057          4          0          1          0          2          1          0
 "HAMC_0_1_0_2_1_0"  "H_010210_RE"       "HAMILT_COS"             -0.1293016301          4          0          1          0          2          1          0
 "HAMA_0_0_1_1_2_0"  "H_001120"          "HAMILT_AMP"               89.90011002          4          0          0          1          1          2          0
 "HAMS_0_0_1_1_2_0"  "H_001120_IM"       "HAMILT_SIN"              -40.20455144          4          0          0          1          1          2          0
 "HAMC_0_0_1_1_2_0"  "H_001120_RE"       "HAMILT_COS"              -80.40910288          4          0          0          1          1          2          0
 "HAMA_1_0_0_0_3_0"  "H_100030"          "HAMILT_AMP"               3.346108727          4          1          0          0          0          3          0
 "HAMS_1_0_0_0_3_0"  "H_100030_IM"       "HAMILT_SIN"              -3.326757384          4          1          0          0          0          3          0
 "HAMC_1_0_0_0_3_0"  "H_100030_RE"       "HAMILT_COS"              0.3593451333          4          1          0          0          0          3          0
 "HAMA_0_1_0_0_3_0"  "H_010030"          "HAMILT_AMP"               3.346108727          4          0          1          0          0          3          0
 "HAMS_0_1_0_0_3_0"  "H_010030_IM"       "HAMILT_SIN"             -0.9478188706          4          0          1          0          0          3          0
 "HAMC_0_1_0_0_3_0"  "H_010030_RE"       "HAMILT_COS"              -3.209062636          4          0          1          0          0          3          0
 "HAMA_0_0_0_4_0_0"  "H_000400"          "HAMILT_AMP"              0.1140326576          4          0          0          0          4          0          0
 "HAMS_0_0_0_4_0_0"  "H_000400_IM"       "HAMILT_SIN"            0.008786704567          4          0          0          0          4          0          0
 "HAMC_0_0_0_4_0_0"  "H_000400_RE"       "HAMILT_COS"               0.113693627          4          0          0          0          4          0          0
 "HAMA_0_0_0_2_2_0"  "H_000220"          "HAMILT_AMP"              0.2311419495          4          0          0          0          2          2          0
 "HAMS_0_0_0_2_2_0"  "H_000220_IM"       "HAMILT_SIN"              0.2234969928          4          0          0          0          2          2          0
 "HAMC_0_0_0_2_2_0"  "H_000220_RE"       "HAMILT_COS"             0.05895502559          4          0          0          0          2          2          0
 "HAMA_0_0_0_0_4_0"  "H_000040"          "HAMILT_AMP"               44.58570416          4          0          0          0          0          4          0
 "HAMS_0_0_0_0_4_0"  "H_000040_IM"       "HAMILT_SIN"              -44.58570416          4          0          0          0          0          4          0
 "HAMC_0_0_0_0_4_0"  "H_000040_RE"       "HAMILT_COS"                         0          4          0          0          0          0          4          0
 "M1_1_0_0_0_0_0"    "M1_1_0_0_0_0_0"    "M1"                      0.1022506765          1          1          0          0          0          0          0
 "M1_0_1_0_0_0_0"    "M1_0_1_0_0_0_0"    "M1"                       20.42636772          1          0          1          0          0          0          0
 "M1_2_0_0_0_0_0"    "M1_2_0_0_0_0_0"    "M1"                    -0.03628540553          2          2          0          0          0          0          0
 "M1_1_1_0_0_0_0"    "M1_1_1_0_0_0_0"    "M1"                      -1.460740851          2          1          1          0          0          0          0
 "M1_0_2_0_0_0_0"    "M1_0_2_0_0_0_0"    "M1"                      -15.40028476          2          0          2          0          0          0          0
 "M1_0_0_2_0_0_0"    "M1_0_0_2_0_0_0"    "M1"                     0.03241117205          2          0          0          2          0          0          0
 "M1_3_0_0_0_0_0"    "M1_3_0_0_0_0_0"    "M1"                      -3.062676778          3          3          0          0          0          0          0
 "M1_2_1_0_0_0_0"    "M1_2_1_0_0_0_0"    "M1"                      -8.324429997          3          2          1          0          0          0          0
 "M1_1_2_0_0_0_0"    "M1_1_2_0_0_0_0"    "M1"                      -1262.178823          3          1          2          0          0          0          0
 "M1_0_3_0_0_0_0"    "M1_0_3_0_0_0_0"    "M1"                        623.743135          3          0          3          0          0          0          0
 "M1_1_0_2_0_0_0"    "M1_1_0_2_0_0_0"    "M1"                      -31.28094812          3          1          0          2          0          0          0
 "M1_0_1_2_0_0_0"    "M1_0_1_2_0_0_0"    "M1"                       10.41643141          3          0          1          2          0          0          0
 "M1_4_0_0_0_0_0"    "M1_4_0_0_0_0_0"    "M1"                     -0.3152092785          4          4          0          0          0          0          0
 "M1_3_1_0_0_0_0"    "M1_3_1_0_0_0_0"    "M1"                      -2.832537415          4          3          1          0          0          0          0
 "M1_2_2_0_0_0_0"    "M1_2_2_0_0_0_0"    "M1"                       -22.2267297          4          2          2          0          0          0          0
 "M1_1_3_0_0_0_0"    "M1_1_3_0_0_0_0"    "M1"                      -571.9297018          4          1          3          0          0          0          0
 "M1_0_4_0_0_0_0"    "M1_0_4_0_0_0_0"    "M1"                      -20066.93715          4          0          4          0          0          0          0
 "M1_2_0_2_0_0_0"    "M1_2_0_2_0_0_0"    "M1"                       2.695769842          4          2          0          2          0          0          0
 "M1_1_1_2_0_0_0"    "M1_1_1_2_0_0_0"    "M1"                       35.74723698          4          1          1          2          0          0          0
 "M1_0_2_2_0_0_0"    "M1_0_2_2_0_0_0"    "M1"                      -773.4674591          4          0          2          2          0          0          0
 "M1_0_0_4_0_0_0"    "M1_0_0_4_0_0_0"    "M1"                      0.7516215768          4          0          0          4          0          0          0
 "M1_0_0_1_1_0_0"    "M1_0_0_1_1_0_0"    "M1"                       1.204340924          2          0          0          1          1          0          0
 "M1_1_0_1_1_0_0"    "M1_1_0_1_1_0_0"    "M1"                      -145.5163394          3          1          0          1          1          0          0
 "M1_0_1_1_1_0_0"    "M1_0_1_1_1_0_0"    "M1"                       -4947.39039          3          0          1          1          1          0          0
 "M1_2_0_1_1_0_0"    "M1_2_0_1_1_0_0"    "M1"                      -16.62549288          4          2          0          1          1          0          0
 "M1_1_1_1_1_0_0"    "M1_1_1_1_1_0_0"    "M1"                       940.9661656          4          1          1          1          1          0          0
 "M1_0_2_1_1_0_0"    "M1_0_2_1_1_0_0"    "M1"                       9091.613508          4          0          2          1          1          0          0
 "M1_0_0_3_1_0_0"    "M1_0_0_3_1_0_0"    "M1"                       3.847783495          4          0          0          3          1          0          0
 "M1_0_0_0_0_1_0"    "M1_0_0_0_0_1_0"    "M1"                       2.987469927          1          0          0          0          0          1          0
 "M1_1_0_0_0_1_0"    "M1_1_0_0_0_1_0"    "M1"                        36.7934241          2          1          0          0          0          1          0
 "M1_0_1_0_0_1_0"    "M1_0_1_0_0_1_0"    "M1"                      -28.94033739          2          0          1          0          0          1          0
 "M1_2_0_0_0_1_0"    "M1_2_0_0_0_1_0"    "M1"                       30.71286011          3          2          0          0          0          1          0
 "M1_1_1_0_0_1_0"    "M1_1_1_0_0_1_0"    "M1"                       51.79237206          3          1          1          0          0          1          0
 "M1_0_2_0_0_1_0"    "M1_0_2_0_0_1_0"    "M1"                       4606.443904          3          0          2          0          0          1          0
 "M1_0_0_2_0_1_0"    "M1_0_0_2_0_1_0"    "M1"                       99.63060179          3          0          0          2          0          1          0
 "M1_3_0_0_0_1_0"    "M1_3_0_0_0_1_0"    "M1"                       28.19015475          4          3          0          0          0          1          0
 "M1_2_1_0_0_1_0"    "M1_2_1_0_0_1_0"    "M1"                       2406.738728          4          2          1          0          0          1          0
 "M1_1_2_0_0_1_0"    "M1_1_2_0_0_1_0"    "M1"                       24073.73123          4          1          2          0          0          1          0
 "M1_0_3_0_0_1_0"    "M1_0_3_0_0_1_0"    "M1"                         958659.76          4          0          3          0          0          1          0
 "M1_1_0_2_0_1_0"    "M1_1_0_2_0_1_0"    "M1"                      -18.29574838          4          1          0          2          0          1          0
 "M1_0_1_2_0_1_0"    "M1_0_1_2_0_1_0"    "M1"                       5692.095963          4          0          1          2          0          1          0
 "M1_0_0_0_2_0_0"    "M1_0_0_0_2_0_0"    "M1"                       4.817316483          2          0          0          0          2          0          0
 "M1_1_0_0_2_0_0"    "M1_1_0_0_2_0_0"    "M1"                      -1727.957714          3          1          0          0          2          0          0
 "M1_0_1_0_2_0_0"    "M1_0_1_0_2_0_0"    "M1"                      -9668.701457          3          0          1          0          2          0          0
 "M1_2_0_0_2_0_0"    "M1_2_0_0_2_0_0"    "M1"                       -253.807211          4          2          0          0          2          0          0
 "M1_1_1_0_2_0_0"    "M1_1_1_0_2_0_0"    "M1"                      -5905.547067          4          1          1          0          2          0          0
 "M1_0_2_0_2_0_0"    "M1_0_2_0_2_0_0"    "M1"                       50892.15522          4          0          2          0          2          0          0
 "M1_0_0_2_2_0_0"    "M1_0_0_2_2_0_0"    "M1"                      -64.55545027          4          0          0          2          2          0          0
 "M1_0_0_1_1_1_0"    "M1_0_0_1_1_1_0"    "M1"                       371.8553737          3          0          0          1          1          1          0
 "M1_1_0_1_1_1_0"    "M1_1_0_1_1_1_0"    "M1"                       12020.10088          4          1          0          1          1          1          0
 "M1_0_1_1_1_1_0"    "M1_0_1_1_1_1_0"    "M1"                      -6894.129563          4          0          1          1          1          1          0
 "M1_0_0_0_0_2_0"    "M1_0_0_0_0_2_0"    "M1"                      -120.0756409          2          0          0          0          0          2          0
 "M1_1_0_0_0_2_0"    "M1_1_0_0_0_2_0"    "M1"                      -353.9114448          3          1          0          0          0          2          0
 "M1_0_1_0_0_2_0"    "M1_0_1_0_0_2_0"    "M1"                      -13725.18947          3          0          1          0          0          2          0
 "M1_2_0_0_0_2_0"    "M1_2_0_0_0_2_0"    "M1"                      -222.7878658          4          2          0          0          0          2          0
 "M1_1_1_0_0_2_0"    "M1_1_1_0_0_2_0"    "M1"                      -13574.53327          4          1          1          0          0          2          0
 "M1_0_2_0_0_2_0"    "M1_0_2_0_0_2_0"    "M1"                      -58979.87228          4          0          2          0          0          2          0
 "M1_0_0_2_0_2_0"    "M1_0_0_2_0_2_0"    "M1"                       238.3290098          4          0          0          2          0          2          0
 "M1_0_0_1_3_0_0"    "M1_0_0_1_3_0_0"    "M1"                      -965.9887741          4          0          0          1          3          0          0
 "M1_0_0_0_2_1_0"    "M1_0_0_0_2_1_0"    "M1"                       4939.326956          3          0          0          0          2          1          0
 "M1_1_0_0_2_1_0"    "M1_1_0_0_2_1_0"    "M1"                       44209.45271          4          1          0          0          2          1          0
 "M1_0_1_0_2_1_0"    "M1_0_1_0_2_1_0"    "M1"                        3734650.52          4          0          1          0          2          1          0
 "M1_0_0_1_1_2_0"    "M1_0_0_1_1_2_0"    "M1"                      -39229.06618          4          0          0          1          1          2          0
