@ NAME             %06s "NONLIN"
@ TYPE             %06s "NONLIN"
@ TITLE            %08s "no-title"
@ ORIGIN           %17s "5.03.06 Darwin 64"
@ DATE             %08s "03/09/19"
@ TIME             %08s "16.32.42"
* NAME               NICKNAME           BASEVARIABLE                    VALUE      ORDER    ORDER_X   ORDER_PX    ORDER_Y   ORDER_PY   ORDER_PT    ORDER_T 
$ %s                 %s                 %s                                %le         %d         %d         %d         %d         %d         %d         %d 
 "M1_0_0_0_0_3_0"    "M1_0_0_0_0_3_0"    "M1"                       863.9102375          3          0          0          0          0          3          0
 "M1_1_0_0_0_3_0"    "M1_1_0_0_0_3_0"    "M1"                      -6515.196871          4          1          0          0          0          3          0
 "M1_0_1_0_0_3_0"    "M1_0_1_0_0_3_0"    "M1"                       169026.3742          4          0          1          0          0          3          0
 "M1_0_0_0_4_0_0"    "M1_0_0_0_4_0_0"    "M1"                       6509.535329          4          0          0          0          4          0          0
 "M1_0_0_0_2_2_0"    "M1_0_0_0_2_2_0"    "M1"                      -119852.9354          4          0          0          0          2          2          0
 "M1_0_0_0_0_4_0"    "M1_0_0_0_0_4_0"    "M1"                       23975.38093          4          0          0          0          0          4          0
 "M2_1_0_0_0_0_0"    "M2_1_0_0_0_0_0"    "M2"                    -0.04918308651          1          1          0          0          0          0          0
 "M2_0_1_0_0_0_0"    "M2_0_1_0_0_0_0"    "M2"                    -0.04529858303          1          0          1          0          0          0          0
 "M2_2_0_0_0_0_0"    "M2_2_0_0_0_0_0"    "M2"                   -0.001877926672          2          2          0          0          0          0          0
 "M2_1_1_0_0_0_0"    "M2_1_1_0_0_0_0"    "M2"                    -0.07982394877          2          1          1          0          0          0          0
 "M2_0_2_0_0_0_0"    "M2_0_2_0_0_0_0"    "M2"                     -0.8890686724          2          0          2          0          0          0          0
 "M2_0_0_2_0_0_0"    "M2_0_0_2_0_0_0"    "M2"                   0.0003167294429          2          0          0          2          0          0          0
 "M2_3_0_0_0_0_0"    "M2_3_0_0_0_0_0"    "M2"                   -0.005023357815          3          3          0          0          0          0          0
 "M2_2_1_0_0_0_0"    "M2_2_1_0_0_0_0"    "M2"                      -3.079852643          3          2          1          0          0          0          0
 "M2_1_2_0_0_0_0"    "M2_1_2_0_0_0_0"    "M2"                      -11.89348099          3          1          2          0          0          0          0
 "M2_0_3_0_0_0_0"    "M2_0_3_0_0_0_0"    "M2"                      -1278.841224          3          0          3          0          0          0          0
 "M2_1_0_2_0_0_0"    "M2_1_0_2_0_0_0"    "M2"                     0.03975898046          3          1          0          2          0          0          0
 "M2_0_1_2_0_0_0"    "M2_0_1_2_0_0_0"    "M2"                      -10.95257722          3          0          1          2          0          0          0
 "M2_4_0_0_0_0_0"    "M2_4_0_0_0_0_0"    "M2"                     0.01010525057          4          4          0          0          0          0          0
 "M2_3_1_0_0_0_0"    "M2_3_1_0_0_0_0"    "M2"                     0.04107158555          4          3          1          0          0          0          0
 "M2_2_2_0_0_0_0"    "M2_2_2_0_0_0_0"    "M2"                      0.1667526335          4          2          2          0          0          0          0
 "M2_1_3_0_0_0_0"    "M2_1_3_0_0_0_0"    "M2"                       153.9875847          4          1          3          0          0          0          0
 "M2_0_4_0_0_0_0"    "M2_0_4_0_0_0_0"    "M2"                      -1379.506868          4          0          4          0          0          0          0
 "M2_2_0_2_0_0_0"    "M2_2_0_2_0_0_0"    "M2"                     0.02118396838          4          2          0          2          0          0          0
 "M2_1_1_2_0_0_0"    "M2_1_1_2_0_0_0"    "M2"                       1.057417722          4          1          1          2          0          0          0
 "M2_0_2_2_0_0_0"    "M2_0_2_2_0_0_0"    "M2"                        -19.400199          4          0          2          2          0          0          0
 "M2_0_0_4_0_0_0"    "M2_0_0_4_0_0_0"    "M2"                      0.1132598402          4          0          0          4          0          0          0
 "M2_0_0_1_1_0_0"    "M2_0_0_1_1_0_0"    "M2"                     0.05411733965          2          0          0          1          1          0          0
 "M2_1_0_1_1_0_0"    "M2_1_0_1_1_0_0"    "M2"                      -11.66825786          3          1          0          1          1          0          0
 "M2_0_1_1_1_0_0"    "M2_0_1_1_1_0_0"    "M2"                      -16.20640448          3          0          1          1          1          0          0
 "M2_2_0_1_1_0_0"    "M2_2_0_1_1_0_0"    "M2"                     -0.9078428835          4          2          0          1          1          0          0
 "M2_1_1_1_1_0_0"    "M2_1_1_1_1_0_0"    "M2"                      -7.135961546          4          1          1          1          1          0          0
 "M2_0_2_1_1_0_0"    "M2_0_2_1_1_0_0"    "M2"                      -877.6692976          4          0          2          1          1          0          0
 "M2_0_0_3_1_0_0"    "M2_0_0_3_1_0_0"    "M2"                       1.630002141          4          0          0          3          1          0          0
 "M2_0_0_0_0_1_0"    "M2_0_0_0_0_1_0"    "M2"                      0.1636681733          1          0          0          0          0          1          0
 "M2_1_0_0_0_1_0"    "M2_1_0_0_0_1_0"    "M2"                     0.03415546747          2          1          0          0          0          1          0
 "M2_0_1_0_0_1_0"    "M2_0_1_0_0_1_0"    "M2"                       37.04363983          2          0          1          0          0          1          0
 "M2_2_0_0_0_1_0"    "M2_2_0_0_0_1_0"    "M2"                     -0.1029336424          3          2          0          0          0          1          0
 "M2_1_1_0_0_1_0"    "M2_1_1_0_0_1_0"    "M2"                       16.76424383          3          1          1          0          0          1          0
 "M2_0_2_0_0_1_0"    "M2_0_2_0_0_1_0"    "M2"                       60.89698461          3          0          2          0          0          1          0
 "M2_0_0_2_0_1_0"    "M2_0_0_2_0_1_0"    "M2"                    -0.04112743092          3          0          0          2          0          1          0
 "M2_3_0_0_0_1_0"    "M2_3_0_0_0_1_0"    "M2"                      -5.637553672          4          3          0          0          0          1          0
 "M2_2_1_0_0_1_0"    "M2_2_1_0_0_1_0"    "M2"                      0.4899880902          4          2          1          0          0          1          0
 "M2_1_2_0_0_1_0"    "M2_1_2_0_0_1_0"    "M2"                      -2230.780517          4          1          2          0          0          1          0
 "M2_0_3_0_0_1_0"    "M2_0_3_0_0_1_0"    "M2"                       4613.255257          4          0          3          0          0          1          0
 "M2_1_0_2_0_1_0"    "M2_1_0_2_0_1_0"    "M2"                      -62.00371321          4          1          0          2          0          1          0
 "M2_0_1_2_0_1_0"    "M2_0_1_2_0_1_0"    "M2"                       4.512580283          4          0          1          2          0          1          0
 "M2_0_0_0_2_0_0"    "M2_0_0_0_2_0_0"    "M2"                      0.4577035045          2          0          0          0          2          0          0
 "M2_1_0_0_2_0_0"    "M2_1_0_0_2_0_0"    "M2"                      -42.14082284          3          1          0          0          2          0          0
 "M2_0_1_0_2_0_0"    "M2_0_1_0_2_0_0"    "M2"                      -4538.869342          3          0          1          0          2          0          0
 "M2_2_0_0_2_0_0"    "M2_2_0_0_2_0_0"    "M2"                       3.811344826          4          2          0          0          2          0          0
 "M2_1_1_0_2_0_0"    "M2_1_1_0_2_0_0"    "M2"                      -107.7932244          4          1          1          0          2          0          0
 "M2_0_2_0_2_0_0"    "M2_0_2_0_2_0_0"    "M2"                      -4153.369889          4          0          2          0          2          0          0
 "M2_0_0_2_2_0_0"    "M2_0_0_2_2_0_0"    "M2"                       9.432174452          4          0          0          2          2          0          0
 "M2_0_0_1_1_1_0"    "M2_0_0_1_1_1_0"    "M2"                       39.26824815          3          0          0          1          1          1          0
 "M2_1_0_1_1_1_0"    "M2_1_0_1_1_1_0"    "M2"                      -397.8558469          4          1          0          1          1          1          0
 "M2_0_1_1_1_1_0"    "M2_0_1_1_1_1_0"    "M2"                      -12462.71217          4          0          1          1          1          1          0
 "M2_0_0_0_0_2_0"    "M2_0_0_0_0_2_0"    "M2"                     0.01458116414          2          0          0          0          0          2          0
 "M2_1_0_0_0_2_0"    "M2_1_0_0_0_2_0"    "M2"                       33.63578391          3          1          0          0          0          2          0
 "M2_0_1_0_0_2_0"    "M2_0_1_0_0_2_0"    "M2"                      -174.8490749          3          0          1          0          0          2          0
 "M2_2_0_0_0_2_0"    "M2_2_0_0_0_2_0"    "M2"                       56.18895683          4          2          0          0          0          2          0
 "M2_1_1_0_0_2_0"    "M2_1_1_0_0_2_0"    "M2"                       194.4617197          4          1          1          0          0          2          0
 "M2_0_2_0_0_2_0"    "M2_0_2_0_0_2_0"    "M2"                       8623.226312          4          0          2          0          0          2          0
 "M2_0_0_2_0_2_0"    "M2_0_0_2_0_2_0"    "M2"                       192.3346042          4          0          0          2          0          2          0
 "M2_0_0_1_3_0_0"    "M2_0_0_1_3_0_0"    "M2"                       0.156991802          4          0          0          1          3          0          0
 "M2_0_0_0_2_1_0"    "M2_0_0_0_2_1_0"    "M2"                       74.40350238          3          0          0          0          2          1          0
 "M2_1_0_0_2_1_0"    "M2_1_0_0_2_1_0"    "M2"                      -2642.985745          4          1          0          0          2          1          0
 "M2_0_1_0_2_1_0"    "M2_0_1_0_2_1_0"    "M2"                      -32983.31255          4          0          1          0          2          1          0
 "M2_0_0_1_1_2_0"    "M2_0_0_1_1_2_0"    "M2"                       715.6570381          4          0          0          1          1          2          0
 "M2_0_0_0_0_3_0"    "M2_0_0_0_0_3_0"    "M2"                      -111.0210817          3          0          0          0          0          3          0
 "M2_1_0_0_0_3_0"    "M2_1_0_0_0_3_0"    "M2"                      -508.9099051          4          1          0          0          0          3          0
 "M2_0_1_0_0_3_0"    "M2_0_1_0_0_3_0"    "M2"                      -8824.447928          4          0          1          0          0          3          0
 "M2_0_0_0_4_0_0"    "M2_0_0_0_4_0_0"    "M2"                      -2237.739053          4          0          0          0          4          0          0
 "M2_0_0_0_2_2_0"    "M2_0_0_0_2_2_0"    "M2"                       9449.939987          4          0          0          0          2          2          0
 "M2_0_0_0_0_4_0"    "M2_0_0_0_0_4_0"    "M2"                       1206.633874          4          0          0          0          0          4          0
 "M3_0_0_1_0_0_0"    "M3_0_0_1_0_0_0"    "M3"                     -0.0871819785          1          0          0          1          0          0          0
 "M3_1_0_1_0_0_0"    "M3_1_0_1_0_0_0"    "M3"                     0.04424834611          2          1          0          1          0          0          0
 "M3_0_1_1_0_0_0"    "M3_0_1_1_0_0_0"    "M3"                      0.2895214878          2          0          1          1          0          0          0
 "M3_2_0_1_0_0_0"    "M3_2_0_1_0_0_0"    "M3"                      -18.57161011          3          2          0          1          0          0          0
 "M3_1_1_1_0_0_0"    "M3_1_1_1_0_0_0"    "M3"                      -35.69533509          3          1          1          1          0          0          0
 "M3_0_2_1_0_0_0"    "M3_0_2_1_0_0_0"    "M3"                      -2672.908623          3          0          2          1          0          0          0
 "M3_0_0_3_0_0_0"    "M3_0_0_3_0_0_0"    "M3"                       27.41157183          3          0          0          3          0          0          0
 "M3_3_0_1_0_0_0"    "M3_3_0_1_0_0_0"    "M3"                      -0.311871832          4          3          0          1          0          0          0
 "M3_2_1_1_0_0_0"    "M3_2_1_1_0_0_0"    "M3"                      -15.60707717          4          2          1          1          0          0          0
 "M3_1_2_1_0_0_0"    "M3_1_2_1_0_0_0"    "M3"                      -368.5019974          4          1          2          1          0          0          0
 "M3_0_3_1_0_0_0"    "M3_0_3_1_0_0_0"    "M3"                      -1491.226374          4          0          3          1          0          0          0
 "M3_1_0_3_0_0_0"    "M3_1_0_3_0_0_0"    "M3"                       -2.83195798          4          1          0          3          0          0          0
 "M3_0_1_3_0_0_0"    "M3_0_1_3_0_0_0"    "M3"                       31.47285923          4          0          1          3          0          0          0
 "M3_0_0_0_1_0_0"    "M3_0_0_0_1_0_0"    "M3"                       11.86677845          1          0          0          0          1          0          0
 "M3_1_0_0_1_0_0"    "M3_1_0_0_1_0_0"    "M3"                      0.8180449936          2          1          0          0          1          0          0
 "M3_0_1_0_1_0_0"    "M3_0_1_0_1_0_0"    "M3"                       15.43338996          2          0          1          0          1          0          0
 "M3_2_0_0_1_0_0"    "M3_2_0_0_1_0_0"    "M3"                       -57.3127577          3          2          0          0          1          0          0
 "M3_1_1_0_1_0_0"    "M3_1_1_0_1_0_0"    "M3"                      -3070.033959          3          1          1          0          1          0          0
 "M3_0_2_0_1_0_0"    "M3_0_2_0_1_0_0"    "M3"                      -11406.44551          3          0          2          0          1          0          0
 "M3_0_0_2_1_0_0"    "M3_0_0_2_1_0_0"    "M3"                       177.0770456          3          0          0          2          1          0          0
 "M3_3_0_0_1_0_0"    "M3_3_0_0_1_0_0"    "M3"                      -2.818236166          4          3          0          0          1          0          0
 "M3_2_1_0_1_0_0"    "M3_2_1_0_1_0_0"    "M3"                       45.93342948          4          2          1          0          1          0          0
 "M3_1_2_0_1_0_0"    "M3_1_2_0_1_0_0"    "M3"                      -1970.061762          4          1          2          0          1          0          0
 "M3_0_3_0_1_0_0"    "M3_0_3_0_1_0_0"    "M3"                      -52212.98591          4          0          3          0          1          0          0
 "M3_1_0_2_1_0_0"    "M3_1_0_2_1_0_0"    "M3"                      -32.78837512          4          1          0          2          1          0          0
 "M3_0_1_2_1_0_0"    "M3_0_1_2_1_0_0"    "M3"                       -291.626494          4          0          1          2          1          0          0
 "M3_0_0_1_0_1_0"    "M3_0_0_1_0_1_0"    "M3"                       48.95527015          2          0          0          1          0          1          0
 "M3_1_0_1_0_1_0"    "M3_1_0_1_0_1_0"    "M3"                       115.8218266          3          1          0          1          0          1          0
 "M3_0_1_1_0_1_0"    "M3_0_1_1_0_1_0"    "M3"                       71.14369048          3          0          1          1          0          1          0
 "M3_2_0_1_0_1_0"    "M3_2_0_1_0_1_0"    "M3"                      -43.56434516          4          2          0          1          0          1          0
 "M3_1_1_1_0_1_0"    "M3_1_1_1_0_1_0"    "M3"                       9078.934155          4          1          1          1          0          1          0
 "M3_0_2_1_0_1_0"    "M3_0_2_1_0_1_0"    "M3"                      -13622.21201          4          0          2          1          0          1          0
 "M3_0_0_3_0_1_0"    "M3_0_0_3_0_1_0"    "M3"                       90.47868748          4          0          0          3          0          1          0
 "M3_0_0_1_2_0_0"    "M3_0_0_1_2_0_0"    "M3"                       4276.428491          3          0          0          1          2          0          0
 "M3_1_0_1_2_0_0"    "M3_1_0_1_2_0_0"    "M3"                       209.0743234          4          1          0          1          2          0          0
 "M3_0_1_1_2_0_0"    "M3_0_1_1_2_0_0"    "M3"                       3740.606875          4          0          1          1          2          0          0
 "M3_0_0_0_1_1_0"    "M3_0_0_0_1_1_0"    "M3"                       132.0975229          2          0          0          0          1          1          0
 "M3_1_0_0_1_1_0"    "M3_1_0_0_1_1_0"    "M3"                       315.1874954          3          1          0          0          1          1          0
 "M3_0_1_0_1_1_0"    "M3_0_1_0_1_1_0"    "M3"                       8657.386245          3          0          1          0          1          1          0
 "M3_2_0_0_1_1_0"    "M3_2_0_0_1_1_0"    "M3"                       4596.968493          4          2          0          0          1          1          0
 "M3_1_1_0_1_1_0"    "M3_1_1_0_1_1_0"    "M3"                       38075.25453          4          1          1          0          1          1          0
 "M3_0_2_0_1_1_0"    "M3_0_2_0_1_1_0"    "M3"                       4109996.285          4          0          2          0          1          1          0
 "M3_0_0_2_1_1_0"    "M3_0_0_2_1_1_0"    "M3"                       -15495.6248          4          0          0          2          1          1          0
 "M3_0_0_1_0_2_0"    "M3_0_0_1_0_2_0"    "M3"                      -398.4922019          3          0          0          1          0          2          0
 "M3_1_0_1_0_2_0"    "M3_1_0_1_0_2_0"    "M3"                       641.5984294          4          1          0          1          0          2          0
 "M3_0_1_1_0_2_0"    "M3_0_1_1_0_2_0"    "M3"                       -31227.6436          4          0          1          1          0          2          0
 "M3_0_0_0_3_0_0"    "M3_0_0_0_3_0_0"    "M3"                       11343.18988          3          0          0          0          3          0          0
 "M3_1_0_0_3_0_0"    "M3_1_0_0_3_0_0"    "M3"                      -1363.935252          4          1          0          0          3          0          0
 "M3_0_1_0_3_0_0"    "M3_0_1_0_3_0_0"    "M3"                       3034.728894          4          0          1          0          3          0          0
 "M3_0_0_1_2_1_0"    "M3_0_0_1_2_1_0"    "M3"                      -39173.76308          4          0          0          1          2          1          0
 "M3_0_0_0_1_2_0"    "M3_0_0_0_1_2_0"    "M3"                      -15576.42937          3          0          0          0          1          2          0
 "M3_1_0_0_1_2_0"    "M3_1_0_0_1_2_0"    "M3"                      -29950.78975          4          1          0          0          1          2          0
 "M3_0_1_0_1_2_0"    "M3_0_1_0_1_2_0"    "M3"                          -91700.7          4          0          1          0          1          2          0
 "M3_0_0_1_0_3_0"    "M3_0_0_1_0_3_0"    "M3"                      -22923.97953          4          0          0          1          0          3          0
 "M3_0_0_0_3_1_0"    "M3_0_0_0_3_1_0"    "M3"                      -2306327.411          4          0          0          0          3          1          0
 "M3_0_0_0_1_3_0"    "M3_0_0_0_1_3_0"    "M3"                       171379.4546          4          0          0          0          1          3          0
 "M4_0_0_1_0_0_0"    "M4_0_0_1_0_0_0"    "M4"                    -0.08182493071          1          0          0          1          0          0          0
 "M4_1_0_1_0_0_0"    "M4_1_0_1_0_0_0"    "M4"                    0.004217423179          2          1          0          1          0          0          0
 "M4_0_1_1_0_0_0"    "M4_0_1_1_0_0_0"    "M4"                     0.08963379052          2          0          1          1          0          0          0
 "M4_2_0_1_0_0_0"    "M4_2_0_1_0_0_0"    "M4"                      0.1687130553          3          2          0          1          0          0          0
 "M4_1_1_1_0_0_0"    "M4_1_1_1_0_0_0"    "M4"                      -19.64362535          3          1          1          1          0          0          0
 "M4_0_2_1_0_0_0"    "M4_0_2_1_0_0_0"    "M4"                       51.51387243          3          0          2          1          0          0          0
 "M4_0_0_3_0_0_0"    "M4_0_0_3_0_0_0"    "M4"                     -0.4208641725          3          0          0          3          0          0          0
 "M4_3_0_1_0_0_0"    "M4_3_0_1_0_0_0"    "M4"                     -0.0561447122          4          3          0          1          0          0          0
 "M4_2_1_1_0_0_0"    "M4_2_1_1_0_0_0"    "M4"                       1.111204586          4          2          1          1          0          0          0
 "M4_1_2_1_0_0_0"    "M4_1_2_1_0_0_0"    "M4"                       2.588566183          4          1          2          1          0          0          0
 "M4_0_3_1_0_0_0"    "M4_0_3_1_0_0_0"    "M4"                      -805.0163342          4          0          3          1          0          0          0
 "M4_1_0_3_0_0_0"    "M4_1_0_3_0_0_0"    "M4"                   -0.009611297639          4          1          0          3          0          0          0
 "M4_0_1_3_0_0_0"    "M4_0_1_3_0_0_0"    "M4"                        2.35270178          4          0          1          3          0          0          0
 "M4_0_0_0_1_0_0"    "M4_0_0_0_1_0_0"    "M4"                     -0.3326567706          1          0          0          0          1          0          0
 "M4_1_0_0_1_0_0"    "M4_1_0_0_1_0_0"    "M4"                     0.02488744254          2          1          0          0          1          0          0
 "M4_0_1_0_1_0_0"    "M4_0_1_0_1_0_0"    "M4"                       1.179836111          2          0          1          0          1          0          0
 "M4_2_0_0_1_0_0"    "M4_2_0_0_1_0_0"    "M4"                      -5.919455526          3          2          0          0          1          0          0
 "M4_1_1_0_1_0_0"    "M4_1_1_0_1_0_0"    "M4"                      -72.30248204          3          1          1          0          1          0          0
 "M4_0_2_0_1_0_0"    "M4_0_2_0_1_0_0"    "M4"                      -7530.408814          3          0          2          0          1          0          0
 "M4_0_0_2_1_0_0"    "M4_0_0_2_1_0_0"    "M4"                       24.30585924          3          0          0          2          1          0          0
 "M4_3_0_0_1_0_0"    "M4_3_0_0_1_0_0"    "M4"                     -0.9294071638          4          3          0          0          1          0          0
 "M4_2_1_0_1_0_0"    "M4_2_1_0_1_0_0"    "M4"                      -4.572833167          4          2          1          0          1          0          0
 "M4_1_2_0_1_0_0"    "M4_1_2_0_1_0_0"    "M4"                        598.752943          4          1          2          0          1          0          0
 "M4_0_3_0_1_0_0"    "M4_0_3_0_1_0_0"    "M4"                         7687.9773          4          0          3          0          1          0          0
 "M4_1_0_2_1_0_0"    "M4_1_0_2_1_0_0"    "M4"                      -2.890642885          4          1          0          2          1          0          0
 "M4_0_1_2_1_0_0"    "M4_0_1_2_1_0_0"    "M4"                      -20.20593676          4          0          1          2          1          0          0
 "M4_0_0_1_0_1_0"    "M4_0_0_1_0_1_0"    "M4"                     -0.8061380641          2          0          0          1          0          1          0
 "M4_1_0_1_0_1_0"    "M4_1_0_1_0_1_0"    "M4"                      -1.074937558          3          1          0          1          0          1          0
 "M4_0_1_1_0_1_0"    "M4_0_1_1_0_1_0"    "M4"                       63.27310209          3          0          1          1          0          1          0
 "M4_2_0_1_0_1_0"    "M4_2_0_1_0_1_0"    "M4"                      -68.49316802          4          2          0          1          0          1          0
 "M4_1_1_1_0_1_0"    "M4_1_1_1_0_1_0"    "M4"                      -342.6288516          4          1          1          1          0          1          0
 "M4_0_2_1_0_1_0"    "M4_0_2_1_0_1_0"    "M4"                      -13833.32677          4          0          2          1          0          1          0
 "M4_0_0_3_0_1_0"    "M4_0_0_3_0_1_0"    "M4"                       110.5485285          4          0          0          3          0          1          0
 "M4_0_0_1_2_0_0"    "M4_0_0_1_2_0_0"    "M4"                       29.90248659          3          0          0          1          2          0          0
 "M4_1_0_1_2_0_0"    "M4_1_0_1_2_0_0"    "M4"                      -6.035858936          4          1          0          1          2          0          0
 "M4_0_1_1_2_0_0"    "M4_0_1_1_2_0_0"    "M4"                      -814.6784903          4          0          1          1          2          0          0
 "M4_0_0_0_1_1_0"    "M4_0_0_0_1_1_0"    "M4"                       46.91141986          2          0          0          0          1          1          0
 "M4_1_0_0_1_1_0"    "M4_1_0_0_1_1_0"    "M4"                       39.15713265          3          1          0          0          1          1          0
 "M4_0_1_0_1_1_0"    "M4_0_1_0_1_1_0"    "M4"                       66.73186183          3          0          1          0          1          1          0
 "M4_2_0_0_1_1_0"    "M4_2_0_0_1_1_0"    "M4"                       -251.206128          4          2          0          0          1          1          0
 "M4_1_1_0_1_1_0"    "M4_1_1_0_1_1_0"    "M4"                      -10094.85252          4          1          1          0          1          1          0
 "M4_0_2_0_1_1_0"    "M4_0_2_0_1_1_0"    "M4"                      -76893.29547          4          0          2          0          1          1          0
 "M4_0_0_2_1_1_0"    "M4_0_0_2_1_1_0"    "M4"                       878.4540044          4          0          0          2          1          1          0
 "M4_0_0_1_0_2_0"    "M4_0_0_1_0_2_0"    "M4"                       106.0350515          3          0          0          1          0          2          0
 "M4_1_0_1_0_2_0"    "M4_1_0_1_0_2_0"    "M4"                       416.7308786          4          1          0          1          0          2          0
 "M4_0_1_1_0_2_0"    "M4_0_1_1_0_2_0"    "M4"                       351.4399764          4          0          1          1          0          2          0
 "M4_0_0_0_3_0_0"    "M4_0_0_0_3_0_0"    "M4"                       3852.551413          3          0          0          0          3          0          0
 "M4_1_0_0_3_0_0"    "M4_1_0_0_3_0_0"    "M4"                       695.3122235          4          1          0          0          3          0          0
 "M4_0_1_0_3_0_0"    "M4_0_1_0_3_0_0"    "M4"                      -805.7403687          4          0          1          0          3          0          0
 "M4_0_0_1_2_1_0"    "M4_0_0_1_2_1_0"    "M4"                       18646.92575          4          0          0          1          2          1          0
 "M4_0_0_0_1_2_0"    "M4_0_0_0_1_2_0"    "M4"                       31.84699968          3          0          0          0          1          2          0
 "M4_1_0_0_1_2_0"    "M4_1_0_0_1_2_0"    "M4"                       1232.271606          4          1          0          0          1          2          0
 "M4_0_1_0_1_2_0"    "M4_0_1_0_1_2_0"    "M4"                       37142.29439          4          0          1          0          1          2          0
 "M4_0_0_1_0_3_0"    "M4_0_0_1_0_3_0"    "M4"                      -1666.710094          4          0          0          1          0          3          0
 "M4_0_0_0_3_1_0"    "M4_0_0_0_3_1_0"    "M4"                       57801.76159          4          0          0          0          3          1          0
 "M4_0_0_0_1_3_0"    "M4_0_0_0_1_3_0"    "M4"                      -26049.74562          4          0          0          0          1          3          0
 "M5_0_0_0_0_1_0"    "M5_0_0_0_0_1_0"    "M5"                                 1          1          0          0          0          0          1          0
 "M6_0_0_0_0_0_0"    "M6_0_0_0_0_0_0"    "M6"                  -2.148281553e-14          0          0          0          0          0          0          0
 "M6_1_0_0_0_0_0"    "M6_1_0_0_0_0_0"    "M6"                      0.1636681733          1          1          0          0          0          0          0
 "M6_0_1_0_0_0_0"    "M6_0_1_0_0_0_0"    "M6"                       3.478474447          1          0          1          0          0          0          0
 "M6_2_0_0_0_0_0"    "M6_2_0_0_0_0_0"    "M6"                      0.9062247735          2          2          0          0          0          0          0
 "M6_1_1_0_0_0_0"    "M6_1_1_0_0_0_0"    "M6"                       2.363756974          2          1          1          0          0          0          0
 "M6_0_2_0_0_0_0"    "M6_0_2_0_0_0_0"    "M6"                       377.8135558          2          0          2          0          0          0          0
 "M6_0_0_2_0_0_0"    "M6_0_0_2_0_0_0"    "M6"                       2.042379607          2          0          0          2          0          0          0
 "M6_3_0_0_0_0_0"    "M6_3_0_0_0_0_0"    "M6"                     0.05899116213          3          3          0          0          0          0          0
 "M6_2_1_0_0_0_0"    "M6_2_1_0_0_0_0"    "M6"                       10.01431563          3          2          1          0          0          0          0
 "M6_1_2_0_0_0_0"    "M6_1_2_0_0_0_0"    "M6"                       5.317511284          3          1          2          0          0          0          0
 "M6_0_3_0_0_0_0"    "M6_0_3_0_0_0_0"    "M6"                       4009.301426          3          0          3          0          0          0          0
 "M6_1_0_2_0_0_0"    "M6_1_0_2_0_0_0"    "M6"                     -0.5846745655          3          1          0          2          0          0          0
 "M6_0_1_2_0_0_0"    "M6_0_1_2_0_0_0"    "M6"                       33.47693371          3          0          1          2          0          0          0
 "M6_4_0_0_0_0_0"    "M6_4_0_0_0_0_0"    "M6"                      0.2116002039          4          4          0          0          0          0          0
 "M6_3_1_0_0_0_0"    "M6_3_1_0_0_0_0"    "M6"                        1.17191418          4          3          1          0          0          0          0
 "M6_2_2_0_0_0_0"    "M6_2_2_0_0_0_0"    "M6"                       269.8353676          4          2          2          0          0          0          0
 "M6_1_3_0_0_0_0"    "M6_1_3_0_0_0_0"    "M6"                       246.7651616          4          1          3          0          0          0          0
 "M6_0_4_0_0_0_0"    "M6_0_4_0_0_0_0"    "M6"                       26401.93228          4          0          4          0          0          0          0
 "M6_2_0_2_0_0_0"    "M6_2_0_2_0_0_0"    "M6"                       2.124864523          4          2          0          2          0          0          0
 "M6_1_1_2_0_0_0"    "M6_1_1_2_0_0_0"    "M6"                       126.4454319          4          1          1          2          0          0          0
 "M6_0_2_2_0_0_0"    "M6_0_2_2_0_0_0"    "M6"                       -131.138431          4          0          2          2          0          0          0
 "M6_0_0_4_0_0_0"    "M6_0_0_4_0_0_0"    "M6"                      -1.910889215          4          0          0          4          0          0          0
 "M6_0_0_1_1_0_0"    "M6_0_0_1_1_0_0"    "M6"                       6.754478618          2          0          0          1          1          0          0
 "M6_1_0_1_1_0_0"    "M6_1_0_1_1_0_0"    "M6"                       32.98718886          3          1          0          1          1          0          0
 "M6_0_1_1_1_0_0"    "M6_0_1_1_1_0_0"    "M6"                      -10.82118018          3          0          1          1          1          0          0
 "M6_2_0_1_1_0_0"    "M6_2_0_1_1_0_0"    "M6"                      -72.50653611          4          2          0          1          1          0          0
 "M6_1_1_1_1_0_0"    "M6_1_1_1_1_0_0"    "M6"                      -242.6418467          4          1          1          1          1          0          0
 "M6_0_2_1_1_0_0"    "M6_0_2_1_1_0_0"    "M6"                       30248.10735          4          0          2          1          1          0          0
 "M6_0_0_3_1_0_0"    "M6_0_0_3_1_0_0"    "M6"                     -0.3763054855          4          0          0          3          1          0          0
 "M6_0_0_0_0_1_0"    "M6_0_0_0_0_1_0"    "M6"                      -101.3033818          1          0          0          0          0          1          0
 "M6_1_0_0_0_1_0"    "M6_1_0_0_0_1_0"    "M6"                      -5.888525322          2          1          0          0          0          1          0
 "M6_0_1_0_0_1_0"    "M6_0_1_0_0_1_0"    "M6"                      -125.6862045          2          0          1          0          0          1          0
 "M6_2_0_0_0_1_0"    "M6_2_0_0_0_1_0"    "M6"                      -9.084991336          3          2          0          0          0          1          0
 "M6_1_1_0_0_1_0"    "M6_1_1_0_0_1_0"    "M6"                      -82.71874703          3          1          1          0          0          1          0
 "M6_0_2_0_0_1_0"    "M6_0_2_0_0_1_0"    "M6"                      -3835.222876          3          0          2          0          0          1          0
